car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_reg,target_class
r66547692x,Renault Kaptur,standart,petrol,3.34,2011,4187,2019,3162.2,gear_stick
H22956801B,Kia Sportage,standart,petrol,3.82,2015,90120,2021,2897.36,electro_bug
E-1030575F,VW Tiguan,economy,petrol,5.4,2016,114326,2021,514.94,break_bug
K14620940o,Smart Coupe,economy,petrol,3.18,2014,65106,2015,1281.51,break_bug
M65548078V,Kia Sportage,standart,petrol,3.72,2011,3890,2020,2468.94,break_bug
N-1726327i,VW Polo,economy,petrol,5.56,2013,46364,2019,4038.63,engine_check
w-1247066y,VW Polo,economy,petrol,5.04,2011,157,2019,3853.37,engine_ignition
g42249929i,Skoda Rapid,economy,petrol,4.64,2015,92111,2016,1009.61,gear_stick
a20879753i,Smart Coupe,economy,petrol,3.02,2017,115478,2020,568.37,wheel_shake
R-1015571o,VW Tiguan,economy,petrol,4.74,2017,129005,2019,1982.95,engine_fuel
D18873569A,Smart ForFour,economy,petrol,4.46,2016,102415,2017,2905.43,wheel_shake
P-1424840K,VW Polo VI,economy,petrol,4.84,2014,74847,2017,1529.78,wheel_shake
u-1813398B,Smart ForTwo,economy,petrol,4.42,2017,114610,2016,677.52,gear_stick
o-9110587W,Nissan Qashqai,standart,petrol,4.76,2012,21879,2016,5928.65,engine_ignition
U10311712e,VW Polo,economy,petrol,6.08,2011,2409,2018,668.34,engine_overheat
m-1088453g,Kia Sportage,standart,petrol,6.0,2012,21852,2022,1477.72,engine_fuel
f-7120148O,Renault Kaptur,standart,petrol,5.4,2013,47335,2016,1447.7,gear_stick
f43525913Z,Kia Rio X-line,economy,petrol,5.48,2014,59615,2019,3267.84,engine_ignition
V-1004656F,Nissan Qashqai,standart,petrol,5.62,2015,82262,2015,3701.39,engine_ignition
N-1585083b,VW Tiguan,economy,petrol,5.12,2017,126222,2020,995.23,wheel_shake
t15843955M,Smart Coupe,economy,petrol,3.5,2014,71510,2018,1349.43,gear_stick
N-3512121s,VW Polo VI,economy,petrol,5.24,2015,86101,2019,834.62,gear_stick
E-2184088G,Smart ForFour,economy,petrol,5.5,2014,63542,2016,3516.33,electro_bug
h15062276x,Hyundai Solaris,economy,petrol,3.74,2013,42849,2019,2076.69,engine_overheat
s90558240D,Fiat 500,business,petrol,2.38,2014,63913,2016,7434.61,engine_overheat
L-1816115Y,Kia Rio X,economy,petrol,5.04,2011,754,2016,5420.93,engine_overheat
i40584522k,Renault Kaptur,standart,petrol,3.88,2015,86494,2020,1425.18,another_bug
A-1680490U,Smart ForFour,economy,petrol,5.78,2016,102391,2022,1027.74,break_bug
u12261336F,Renault Kaptur,standart,petrol,3.2,2012,22394,2017,1558.65,gear_stick
q-1248463u,Hyundai Solaris,economy,petrol,6.64,2012,29637,2016,2098.17,another_bug
m52656713y,Audi A3,premium,petrol,4.32,2016,108130,2022,14465.59,engine_check
L-6228218t,VW Polo,economy,petrol,4.48,2014,56407,2016,1657.03,break_bug
k40909397b,VW Polo,economy,petrol,3.08,2012,25288,2017,1478.46,break_bug
A-1721538a,Skoda Rapid,economy,petrol,5.04,2017,125139,2018,1700.48,break_bug
p14707024B,Smart Coupe,economy,petrol,4.42,2015,91880,2018,6220.67,engine_ignition
u-1058332x,Kia Rio,economy,petrol,6.02,2014,69822,2021,3011.48,electro_bug
w13176062d,Kia Sportage,standart,petrol,2.32,2014,65658,2015,2279.53,gear_stick
B13169162p,Smart ForFour,economy,petrol,3.86,2014,64041,2018,592.95,engine_fuel
f17933532Q,Skoda Rapid,economy,petrol,3.5,2016,103775,2015,2161.7,electro_bug
P-1313124Y,Nissan Qashqai,standart,petrol,6.0,2013,41511,2019,813.0,engine_overheat
F14063148j,Nissan Qashqai,standart,petrol,3.96,2014,64325,2022,5261.5,engine_overheat
J79491457w,Kia Rio X,economy,petrol,4.4,2012,23356,2016,2492.24,electro_bug
o73706221L,Smart ForTwo,economy,petrol,3.16,2017,122443,2017,8257.45,engine_ignition
Q13493762f,Kia Rio X-line,economy,petrol,3.52,2015,92913,2021,4875.65,engine_check
I12233871v,VW Polo VI,economy,petrol,4.5,2013,42257,2020,672.02,gear_stick
A19937465q,VW Polo,economy,petrol,2.74,2012,24355,2016,1914.59,electro_bug
i12150044m,Kia Rio X-line,economy,petrol,4.14,2015,75997,2017,705.55,break_bug
E-1571710h,Nissan Qashqai,standart,petrol,7.52,2013,44824,2022,1787.36,engine_fuel
R61678217L,Kia Rio X-line,economy,petrol,4.6,2014,57754,2020,595.57,wheel_shake
k-1178981C,Renault Sandero,standart,petrol,4.48,2014,61198,2022,2365.96,engine_fuel
M77185218x,Smart Coupe,economy,petrol,3.3,2016,107605,2017,1623.22,engine_fuel
k11391896M,Hyundai Solaris,economy,petrol,2.22,2015,80826,2019,2884.32,engine_check
l-3474389b,Kia Rio X,economy,petrol,6.3,2015,80519,2020,1428.8,engine_overheat
x-1367493b,Smart ForFour,economy,petrol,4.7,2017,115733,2015,3239.51,gear_stick
N28690532T,Kia Rio,economy,petrol,4.26,2015,74254,2020,404.65,engine_fuel
M20461177C,Hyundai Solaris,economy,petrol,2.98,2011,3363,2019,3043.17,engine_check
v-1950459j,Smart ForFour,economy,petrol,5.94,2013,42259,2015,1172.96,engine_fuel
P-1366157f,Skoda Rapid,economy,petrol,5.88,2017,139800,2015,6414.13,another_bug
k-2198355u,Nissan Qashqai,standart,petrol,5.36,2012,23489,2021,1257.14,electro_bug
r-2272437U,VW Tiguan,economy,petrol,4.88,2017,131753,2017,485.3,engine_overheat
H-1610911B,Kia Rio,economy,petrol,5.04,2014,56294,2019,1526.39,engine_check
o-4950899p,Kia Sportage,standart,petrol,3.78,2011,874,2017,1439.07,gear_stick
q-4569496u,VW Polo VI,economy,petrol,4.7,2013,49088,2020,5488.57,engine_ignition
B14927437i,Smart ForFour,economy,petrol,1.24,2013,45799,2019,2758.26,break_bug
E13226619z,Kia Sportage,standart,petrol,2.6,2011,5091,2015,3204.34,electro_bug
g-1495042h,Smart Coupe,economy,petrol,3.98,2017,122669,2018,2228.86,another_bug
a-1279143n,Kia Sportage,standart,petrol,4.92,2014,58448,2019,3123.72,engine_check
n84700288Y,VW Tiguan,economy,petrol,4.24,2017,108391,2019,6011.18,another_bug
P94483357J,Hyundai Solaris,economy,petrol,3.4,2011,919,2015,3131.24,engine_check
e-1100534R,Nissan Qashqai,standart,petrol,4.74,2013,46315,2019,1224.81,electro_bug
p-1097843f,Skoda Rapid,economy,petrol,5.22,2016,98348,2018,389.65,engine_fuel
k28316812g,Kia Rio X,economy,petrol,2.92,2013,45449,2017,3314.18,engine_overheat
T77801635B,Skoda Rapid,economy,petrol,3.9,2016,96756,2015,1748.15,engine_fuel
z-3757964J,Smart ForTwo,economy,petrol,4.86,2013,44050,2018,2193.08,gear_stick
n83325059s,Smart ForTwo,economy,petrol,3.84,2017,111010,2019,2949.71,electro_bug
n-5592412g,VW Polo VI,economy,petrol,3.94,2014,57442,2022,1001.51,wheel_shake
X20156241e,Mercedes-Benz GLC,business,petrol,2.8,2013,47600,2018,20275.29,electro_bug
v-3839326y,Renault Kaptur,standart,petrol,4.88,2013,42724,2020,1037.61,break_bug
d21849459k,BMW 320i,business,petrol,2.96,2014,64165,2016,19103.96,engine_ignition
V11493739H,Kia Rio X,economy,petrol,3.1,2015,87664,2022,683.31,gear_stick
e-1713473l,Smart ForFour,economy,petrol,4.5,2013,46755,2021,2118.53,gear_stick
o-1428006H,Renault Sandero,standart,petrol,4.36,2012,20432,2020,1238.59,electro_bug
P-1019884q,Nissan Qashqai,standart,petrol,3.92,2015,89281,2017,612.52,engine_overheat
a-1405894q,Kia Rio X,economy,petrol,6.02,2012,22574,2020,4965.27,engine_ignition
d-7666372x,Kia Rio X,economy,petrol,5.24,2012,20262,2017,3289.89,another_bug
Z-1984492i,Kia Rio,economy,petrol,5.18,2011,3357,2018,1251.53,break_bug
r10507876y,Audi A3,premium,petrol,3.82,2015,81606,2022,8810.55,break_bug
N12915117c,Smart ForFour,economy,petrol,3.84,2013,44430,2018,668.45,engine_overheat
s48916749r,Renault Kaptur,standart,petrol,3.84,2014,66841,2017,2400.72,engine_check
x-8009442a,Smart ForTwo,economy,petrol,4.58,2015,81205,2015,939.36,engine_fuel
V-9605877z,Mercedes-Benz E200,business,petrol,4.58,2015,78142,2018,2765.43,break_bug
J12356869N,Kia Rio X-line,economy,petrol,3.44,2011,684,2022,721.83,electro_bug
A14283545z,VW Tiguan,economy,petrol,4.02,2016,97382,2021,585.51,electro_bug
q11931054T,Kia Sportage,standart,petrol,3.9,2013,48212,2021,2856.44,another_bug
a18429533v,Kia Rio X-line,economy,petrol,3.78,2014,67369,2015,1026.73,another_bug
Z13225783s,Hyundai Solaris,economy,petrol,2.94,2015,89528,2014,4446.16,engine_check
r-5143581F,Kia Rio X,economy,petrol,4.78,2014,65533,2016,1803.67,engine_overheat
I38773245A,Kia Sportage,standart,petrol,3.66,2015,82643,2015,3096.65,engine_check
Z34825463y,Smart ForFour,economy,petrol,3.52,2017,109979,2019,411.51,gear_stick
Z22393693I,Smart Coupe,economy,petrol,4.18,2016,112554,2016,1128.74,engine_fuel
Z-2191916Z,Renault Sandero,standart,petrol,6.54,2014,61535,2019,1320.69,electro_bug
v-9686944h,Kia Rio X,economy,petrol,4.52,2013,41486,2015,643.35,another_bug
Y74309277t,VW Polo VI,economy,petrol,5.12,2013,39034,2016,2852.45,engine_check
O-2071605g,Kia Rio X,economy,petrol,4.46,2012,21720,2014,2521.85,engine_check
N-5150907H,VW Tiguan,economy,petrol,7.1,2017,128357,2017,1137.6,engine_fuel
L-2259780s,Skoda Rapid,economy,petrol,4.46,2017,126002,2019,677.22,gear_stick
O25177740V,Kia Rio X-line,economy,petrol,5.54,2011,10773,2019,2628.54,another_bug
h64057348f,Smart ForTwo,economy,petrol,3.18,2017,120576,2018,1645.59,gear_stick
i-3471993K,Smart Coupe,economy,petrol,4.52,2017,111195,2019,1425.4,wheel_shake
o30401798v,Kia Rio,economy,petrol,2.96,2012,28396,2020,2285.35,gear_stick
s11758995J,Kia Rio X-line,economy,petrol,2.72,2014,68182,2017,1373.07,another_bug
m13716525T,VW Tiguan,economy,petrol,1.82,2017,129279,2022,1110.09,break_bug
I22962781q,Renault Sandero,standart,petrol,3.74,2015,83184,2018,791.63,engine_overheat
i-2002618e,Skoda Rapid,economy,petrol,5.58,2013,48904,2020,1994.47,gear_stick
S13436513x,Mercedes-Benz E200,business,petrol,2.84,2014,59272,2018,16151.93,gear_stick
a11027421p,Nissan Qashqai,standart,petrol,3.24,2012,18584,2018,5187.05,engine_ignition
c-6945557y,Smart ForFour,economy,petrol,5.06,2015,76507,2018,5580.35,engine_overheat
c-6308705d,Hyundai Solaris,economy,petrol,3.84,2012,26757,2020,1462.94,electro_bug
P-2109405G,Renault Sandero,standart,petrol,4.78,2014,63429,2021,2936.53,break_bug
X-2155322c,VW Tiguan,economy,petrol,4.96,2017,120027,2021,1904.22,electro_bug
e-4777482n,Kia Rio,economy,petrol,4.58,2014,56381,2019,2257.82,another_bug
r-1093205B,Renault Kaptur,standart,petrol,6.42,2011,9823,2014,5131.06,another_bug
l-6384509w,Smart ForTwo,economy,petrol,6.98,2014,66214,2017,5203.35,engine_check
p60146435a,Smart ForTwo,economy,petrol,3.38,2016,110875,2015,3288.82,engine_check
p-2236312n,VW Tiguan,economy,petrol,4.98,2016,106404,2018,507.04,gear_stick
a-2141621o,VW Tiguan,economy,petrol,5.08,2013,51808,2018,2294.28,wheel_shake
l21588657Q,Smart ForFour,economy,petrol,4.14,2016,107887,2017,3427.13,engine_check
u93240925H,Kia Rio X,economy,petrol,4.94,2015,81847,2017,3705.65,engine_check
B22565681K,Nissan Qashqai,standart,petrol,3.28,2015,87067,2014,742.77,gear_stick
l-1476769O,Renault Sandero,standart,petrol,3.62,2013,52024,2017,2439.9,engine_overheat
S-1091522c,VW Tiguan,economy,petrol,4.74,2016,106795,2019,3041.06,engine_ignition
Y-1061099U,Nissan Qashqai,standart,petrol,4.82,2012,22423,2019,9203.96,another_bug
W36422656G,VW Polo,economy,petrol,4.34,2015,85489,2016,581.67,break_bug
y-1223003V,Renault Kaptur,standart,petrol,4.06,2011,2833,2016,3058.58,gear_stick
R53335131O,Renault Sandero,standart,petrol,4.3,2011,3047,2021,4950.84,engine_ignition
B-1031686U,Smart ForFour,economy,petrol,4.36,2015,84544,2015,4998.67,engine_ignition
q49298313H,Renault Kaptur,standart,petrol,3.06,2014,65154,2018,1465.49,gear_stick
Y-1143965Q,Audi A3,premium,petrol,5.3,2017,136386,2020,36689.83,engine_check
S24142286K,Smart ForFour,economy,petrol,4.36,2013,38174,2014,1909.15,gear_stick
t-1802527u,Smart ForTwo,economy,petrol,4.36,2013,36344,2018,765.85,engine_fuel
Y-2144374L,Kia Rio X-line,economy,petrol,4.28,2011,1162,2018,668.11,engine_overheat
C-1160143Y,Kia Sportage,standart,petrol,5.52,2012,27077,2015,2885.71,break_bug
d-1898242x,Kia Rio X,economy,petrol,3.82,2011,1410,2015,1720.1,engine_check
k11852509F,VW Polo,economy,petrol,3.64,2015,88489,2015,6556.95,electro_bug
n55774167X,Kia Rio X-line,economy,petrol,1.92,2013,42550,2018,1055.83,break_bug
M22148410M,Hyundai Solaris,economy,petrol,4.12,2014,55591,2017,548.01,break_bug
z16830819k,Nissan Qashqai,standart,petrol,2.3,2011,2336,2021,2041.23,gear_stick
z-4653924H,Kia Rio,economy,petrol,4.1,2012,23425,2020,5584.46,another_bug
L-1749801m,VW Polo VI,economy,petrol,4.52,2015,76607,2020,977.72,electro_bug
f-2607363Z,Nissan Qashqai,standart,petrol,4.2,2012,18993,2017,521.35,engine_fuel
K-2477266U,VW Polo VI,economy,petrol,5.04,2013,49733,2014,1155.87,gear_stick
W18352080m,Kia Rio X,economy,petrol,3.58,2015,74222,2016,1452.38,another_bug
m73044907l,Hyundai Solaris,economy,petrol,4.96,2015,89569,2021,7185.29,engine_ignition
L85244434f,Renault Kaptur,standart,petrol,3.04,2012,21873,2018,2147.26,engine_overheat
j24265577h,VW Polo,economy,petrol,3.0,2012,27176,2019,823.14,engine_fuel
z30949635I,Nissan Qashqai,standart,petrol,4.5,2012,28507,2018,1649.74,engine_overheat
F12160774Y,Audi A4,premium,petrol,2.8,2017,117447,2018,2482.59,engine_fuel
b17612610K,Kia Rio X-line,economy,petrol,3.38,2015,96935,2016,1266.19,gear_stick
i30546413z,Renault Sandero,standart,petrol,3.6,2015,81453,2017,6493.27,engine_overheat
Z-4890116p,Kia Sportage,standart,petrol,4.2,2013,40086,2018,725.93,engine_fuel
R-1156519s,Kia Rio,economy,petrol,5.72,2015,75451,2019,3213.13,break_bug
O-1332601s,Renault Sandero,standart,petrol,5.7,2015,91995,2018,10594.99,engine_ignition
b77936061P,Nissan Qashqai,standart,petrol,2.74,2011,3967,2018,1992.11,engine_check
m11184489u,Kia Rio X-line,economy,petrol,4.06,2012,22807,2020,1582.27,engine_fuel
v-4415133s,Kia Sportage,standart,petrol,4.28,2015,78106,2016,2468.05,another_bug
H-1361541T,Renault Kaptur,standart,petrol,4.98,2012,22141,2020,643.35,electro_bug
N10483951b,Audi Q3,premium,petrol,3.82,2013,36753,2019,12605.61,electro_bug
c13849387F,Skoda Rapid,economy,petrol,3.9,2016,94475,2019,1593.53,engine_overheat
Q-7081222u,Smart ForFour,economy,petrol,4.22,2016,108474,2020,707.47,another_bug
m-9016178m,Renault Sandero,standart,petrol,4.88,2015,78165,2018,4399.51,engine_check
Q16225830I,Smart ForFour,economy,petrol,4.0,2016,107579,2018,5092.48,another_bug
U-1153003l,Skoda Rapid,economy,petrol,4.5,2016,108096,2020,7503.44,engine_ignition
r-9955746M,Skoda Rapid,economy,petrol,5.28,2017,125880,2015,1625.36,break_bug
u21483945j,Nissan Qashqai,standart,petrol,2.68,2014,63474,2019,4944.95,engine_ignition
X-1533262M,Nissan Qashqai,standart,petrol,4.1,2011,1178,2018,4877.38,another_bug
y12035374i,Smart ForFour,economy,petrol,2.78,2017,121448,2017,2651.31,another_bug
Q36615111R,Renault Sandero,standart,petrol,2.82,2015,86515,2019,4960.33,engine_ignition
y22394536i,Volkswagen ID.4 ,premium,electro,3.12,2014,61719,2021,11671.11,gear_stick
Y-1269300M,Smart ForFour,economy,petrol,5.14,2017,118389,2018,1446.26,break_bug
T19756755G,Tesla Model 3,premium,electro,3.12,2017,135804,2018,47876.25,another_bug
z63831486P,Skoda Rapid,economy,petrol,4.52,2016,105754,2020,996.82,wheel_shake
t33324223A,Kia Rio X,economy,petrol,2.7,2013,47444,2016,1052.67,break_bug
E-1432268e,Smart ForFour,economy,petrol,5.1,2014,53338,2020,2239.91,wheel_shake
C15710178d,VW Polo VI,economy,petrol,4.34,2015,88567,2014,1606.13,break_bug
q-1009009e,Smart ForFour,economy,petrol,4.3,2017,132251,2020,1292.12,another_bug
H-1760771N,VW Polo VI,economy,petrol,7.0,2012,20965,2021,2095.19,another_bug
u-1663903c,VW Polo,economy,petrol,4.78,2013,37393,2018,1918.04,engine_check
s77828126e,Hyundai Solaris,economy,petrol,2.74,2013,39223,2018,1423.85,another_bug
r18055390O,Smart Coupe,economy,petrol,3.94,2014,64461,2021,4817.07,engine_overheat
k-2099585y,Renault Sandero,standart,petrol,5.04,2014,61160,2018,2047.85,gear_stick
P11233777z,Smart ForTwo,economy,petrol,2.96,2016,102446,2015,1525.88,electro_bug
Z-1646206B,Kia Rio X-line,economy,petrol,3.72,2014,59942,2020,2954.21,engine_check
m-2097732q,Hyundai Solaris,economy,petrol,4.8,2012,22428,2022,5833.99,engine_ignition
H-2071162e,Smart Coupe,economy,petrol,4.48,2015,73706,2020,737.61,gear_stick
P-4438054o,Smart ForTwo,economy,petrol,4.3,2017,135925,2019,1933.56,engine_check
y15810685M,Kia Rio X,economy,petrol,2.66,2015,79739,2017,8307.93,another_bug
d21227181g,Smart ForFour,economy,petrol,4.16,2016,103879,2020,5259.08,engine_check
Z-1064749o,Kia Rio X,economy,petrol,4.34,2011,2052,2020,2421.17,wheel_shake
M11266536h,Kia Rio X,economy,petrol,3.16,2013,37279,2016,1623.0,gear_stick
W75044414r,Skoda Rapid,economy,petrol,4.18,2013,48710,2016,3970.85,electro_bug
N13425049S,Smart ForTwo,economy,petrol,2.56,2017,118607,2021,7849.84,electro_bug
x39431048L,VW Tiguan,economy,petrol,4.64,2015,75963,2019,788.3,break_bug
Z12150281q,VW Polo,economy,petrol,2.84,2015,87122,2015,259.04,engine_fuel
h17140125L,Nissan Qashqai,standart,petrol,2.76,2015,84411,2021,594.45,engine_fuel
W-1536006u,Renault Sandero,standart,petrol,4.84,2014,64523,2021,1341.43,engine_fuel
D-1643531L,Renault Kaptur,standart,petrol,4.72,2012,22296,2021,4800.57,engine_check
l-7638691q,VW Tiguan,economy,petrol,4.66,2017,113685,2019,1100.12,break_bug
v-7261069g,Nissan Qashqai,standart,petrol,4.1,2013,53682,2015,3681.58,another_bug
j21980629t,Nissan Qashqai,standart,petrol,2.56,2013,40916,2015,4923.7,gear_stick
I18110998S,VW Polo VI,economy,petrol,3.82,2011,1440,2020,2516.26,engine_check
P18925683P,Renault Kaptur,standart,petrol,3.82,2013,43285,2016,1367.67,engine_fuel
z20009031Q,Kia Rio X,economy,petrol,3.58,2012,23772,2015,3983.13,engine_overheat
X-1265885g,Hyundai Solaris,economy,petrol,3.96,2013,39365,2022,1057.95,engine_fuel
x-1331305Z,Smart ForTwo,economy,petrol,5.64,2016,93710,2020,1066.98,electro_bug
j-1650243q,VW Polo,economy,petrol,3.76,2015,83379,2020,1113.68,electro_bug
j-8936156D,Nissan Qashqai,standart,petrol,3.56,2015,87035,2015,6966.85,electro_bug
Q-7254581y,Kia Rio X-line,economy,petrol,6.28,2013,40933,2018,3246.5,engine_ignition
A-1339912r,Nissan Qashqai,standart,petrol,4.88,2014,65957,2014,2301.52,engine_check
P17182864p,MINI CooperSE,business,electro,4.06,2014,59408,2016,6360.84,another_bug
n-4305943r,Kia Rio,economy,petrol,4.4,2015,85135,2016,1962.88,electro_bug
v22568580b,Tesla Model 3,premium,electro,5.66,2015,87889,2021,83280.79,engine_check
K-2148384J,Hyundai Solaris,economy,petrol,4.92,2014,67076,2018,3562.36,break_bug
H22200136U,BMW 320i,business,petrol,3.74,2013,40760,2020,8263.2,gear_stick
w-1155728y,Nissan Qashqai,standart,petrol,3.78,2015,75017,2022,1438.43,engine_overheat
a-1448713X,Smart Coupe,economy,petrol,4.54,2017,130890,2020,1315.39,gear_stick
B-3521656h,Smart Coupe,economy,petrol,4.38,2016,96212,2018,1442.83,gear_stick
P12327999U,Smart ForTwo,economy,petrol,5.9,2017,123510,2019,1820.26,break_bug
s-2215336y,Kia Rio,economy,petrol,4.98,2015,79921,2020,650.27,wheel_shake
x40724550Q,Smart ForFour,economy,petrol,3.18,2015,84712,2021,4588.73,engine_ignition
o12778916s,Kia Rio X,economy,petrol,3.16,2013,44058,2017,592.84,gear_stick
n22697202D,Nissan Qashqai,standart,petrol,5.0,2015,75058,2020,3689.18,engine_fuel
M-3079970D,VW Polo,economy,petrol,3.58,2015,79993,2020,2479.98,engine_fuel
Y11193447p,Audi A3,premium,petrol,4.08,2017,131844,2017,2856.6,gear_stick
f11034155i,VW Polo VI,economy,petrol,4.26,2014,67500,2021,4506.22,engine_ignition
S-2198765D,Skoda Rapid,economy,petrol,4.44,2013,43380,2016,1251.56,break_bug
H49846586w,Audi Q3,premium,petrol,4.26,2013,40812,2020,2061.35,engine_fuel
r-1157052Q,Renault Sandero,standart,petrol,4.28,2014,63664,2017,2097.22,gear_stick
e-4053068Q,VW Tiguan,economy,petrol,4.94,2017,115799,2021,2171.45,engine_fuel
z14411100u,Volkswagen ID.4 ,premium,electro,4.28,2017,114851,2020,26570.32,engine_fuel
t18089882q,Kia Rio X,economy,petrol,3.78,2014,65440,2020,1233.7,engine_overheat
a-1306492a,Hyundai Solaris,economy,petrol,5.64,2015,85634,2021,1997.68,gear_stick
X19967327p,Kia Sportage,standart,petrol,4.3,2011,333,2016,2430.3,engine_overheat
R19722314B,Renault Sandero,standart,petrol,3.64,2014,61069,2020,506.81,engine_overheat
m-1897070a,Hyundai Solaris,economy,petrol,3.44,2012,23820,2018,636.08,electro_bug
V-1522589e,Skoda Rapid,economy,petrol,3.88,2016,91963,2021,3234.11,engine_check
t-7837678N,Mercedes-Benz E200,business,petrol,4.7,2011,3972,2017,10220.13,electro_bug
B-1876818F,Kia Rio,economy,petrol,5.3,2013,37578,2016,1749.36,engine_check
A-2216788Z,Smart ForTwo,economy,petrol,5.26,2016,93285,2019,2142.74,engine_overheat
y58058702q,Smart ForFour,economy,petrol,3.52,2015,80239,2020,547.08,wheel_shake
q67265035S,VW Polo,economy,petrol,4.84,2015,79545,2019,3759.43,engine_check
o-2235999Z,Nissan Qashqai,standart,petrol,4.64,2013,47424,2017,1799.91,gear_stick
e16211606h,Smart ForTwo,economy,petrol,4.02,2017,119491,2017,2348.93,another_bug
f-1511931z,VW Polo,economy,petrol,5.06,2012,19306,2014,4870.54,engine_check
r78044474N,VW Tiguan,economy,petrol,2.6,2015,80235,2019,1545.38,engine_overheat
X-2032215W,Mini Cooper,business,petrol,5.44,2014,60625,2017,8072.34,electro_bug
V54929635N,VW Polo VI,economy,petrol,4.22,2014,69990,2016,1383.18,gear_stick
Y28100048o,BMW 320i,business,petrol,3.86,2017,118653,2019,8582.91,another_bug
