car_type,fuel_type,car_rating,year_to_start,riders,car_id,model,target_class,year_to_work,target_reg
economy,petrol,3.6,2017,133516,h11115340f,VW Tiguan,break_bug,2021,29.714189020776434
economy,petrol,5.48,2014,59615,f43525913Z,Kia Rio X-line,engine_ignition,2019,51.98568903392916
standart,petrol,5.5,2012,20056,C-2095125S,Renault Sandero,engine_overheat,2020,27.218363372498857
premium,petrol,4.68,2017,128759,H-1012725h,Audi Q3,engine_fuel,2019,37.787604199512664
standart,petrol,5.62,2015,82262,V-1004656F,Nissan Qashqai,engine_ignition,2015,51.844473825158495
economy,petrol,5.12,2017,126222,N-1585083b,VW Tiguan,wheel_shake,2020,36.35275255003494
economy,petrol,4.52,2015,73587,A-5953942h,Smart ForTwo,gear_stick,2021,34.235692576288905
economy,petrol,4.96,2012,21505,b-5677746H,Kia Rio X-line,electro_bug,2021,37.37135830756244
economy,petrol,3.5,2014,71510,t15843955M,Smart Coupe,gear_stick,2018,34.379131400827305
economy,petrol,6.86,2015,76396,b-2174248s,Kia Rio X,gear_stick,2016,32.52451866131814
standart,petrol,4.14,2015,84954,J-1468143m,Kia Sportage,engine_ignition,2019,65.51835238782726
standart,petrol,3.86,2015,73469,d-1590616X,Kia Sportage,break_bug,2022,20.940923704149057
economy,petrol,6.2,2015,82110,A-2010794j,VW Tiguan,break_bug,2021,44.197820785370666
economy,petrol,5.24,2015,86101,N-3512121s,VW Polo VI,gear_stick,2019,29.32522929509764
standart,petrol,4.72,2015,96041,S10025512H,Renault Sandero,engine_overheat,2018,28.01727958626102
economy,petrol,5.5,2014,63542,E-2184088G,Smart ForFour,electro_bug,2016,37.479471713127054
standart,petrol,4.06,2015,76477,F62717656N,Renault Kaptur,another_bug,2021,83.05817771183304
economy,petrol,5.56,2015,78941,Q-9015964Z,Hyundai Solaris,engine_check,2018,59.086942225733225
economy,petrol,3.74,2013,42849,h15062276x,Hyundai Solaris,engine_overheat,2019,46.46124889177417
business,petrol,2.38,2014,63913,s90558240D,Fiat 500,engine_overheat,2016,43.628405534288675
standart,petrol,4.56,2013,41349,e60616052a,Kia Sportage,gear_stick,2019,24.715006999426418
economy,petrol,5.04,2011,754,L-1816115Y,Kia Rio X,engine_overheat,2016,53.51668254732849
economy,petrol,4.04,2016,101419,O-1094429s,Skoda Rapid,gear_stick,2020,46.02029312446203
economy,petrol,5.12,2015,80919,G-3730407g,Skoda Rapid,another_bug,2020,75.85701341425535
standart,petrol,3.88,2015,86494,i40584522k,Renault Kaptur,another_bug,2020,61.11496490319882
economy,petrol,5.78,2016,102391,A-1680490U,Smart ForFour,break_bug,2022,23.616045524960118
standart,petrol,3.2,2012,22394,u12261336F,Renault Kaptur,gear_stick,2017,29.52323535129239
economy,petrol,4.36,2014,57744,W17258092O,Smart ForTwo,engine_check,2021,44.319294863017454
economy,petrol,4.66,2015,88049,Z-8046890f,Skoda Rapid,gear_stick,2017,27.195510652135674
economy,petrol,4.14,2012,23107,C-1531638p,Hyundai Solaris,another_bug,2014,75.26308585881131
standart,petrol,3.36,2015,78926,b16129006F,Kia Sportage,another_bug,2017,93.49397586672313
economy,petrol,6.64,2012,29637,q-1248463u,Hyundai Solaris,another_bug,2016,53.8868060310393
premium,petrol,4.32,2016,108130,m52656713y,Audi A3,engine_check,2022,70.65973638004292
economy,petrol,2.52,2015,80359,O20309077v,Kia Rio X,break_bug,2018,49.43703489915673
economy,petrol,4.48,2014,56407,L-6228218t,VW Polo,break_bug,2016,32.37574579119358
economy,petrol,3.08,2012,25288,k40909397b,VW Polo,break_bug,2017,33.27322668238968
economy,petrol,5.04,2017,125139,A-1721538a,Skoda Rapid,break_bug,2018,37.14528634707016
economy,petrol,4.42,2015,91880,p14707024B,Smart Coupe,engine_ignition,2018,66.0530725074348
economy,petrol,6.02,2014,69822,u-1058332x,Kia Rio,electro_bug,2021,35.28357010405671
standart,petrol,5.28,2012,24731,G-1150322W,Renault Sandero,another_bug,2021,97.33158486310674
standart,petrol,2.32,2014,65658,w13176062d,Kia Sportage,gear_stick,2015,41.51514532540737
economy,petrol,5.88,2012,23653,v-1523714V,VW Polo VI,wheel_shake,2015,30.65871040600186
economy,petrol,3.86,2014,64041,B13169162p,Smart ForFour,engine_fuel,2018,32.539383708193064
economy,petrol,3.5,2016,103775,f17933532Q,Skoda Rapid,electro_bug,2015,31.40749441264094
economy,petrol,2.44,2012,26689,m41491349u,Kia Rio X,break_bug,2019,37.57458408469993
standart,petrol,4.32,2013,45989,N-2592617I,Kia Sportage,engine_overheat,2017,42.57811586523916
standart,petrol,6.0,2013,41511,P-1313124Y,Nissan Qashqai,engine_overheat,2019,31.333228855741343
standart,petrol,3.96,2014,64325,F14063148j,Nissan Qashqai,engine_overheat,2022,48.65992548623681
economy,petrol,3.74,2015,77287,b15147844G,Hyundai Solaris,engine_ignition,2017,45.212401119700644
economy,petrol,4.4,2012,23356,J79491457w,Kia Rio X,electro_bug,2016,36.62161276168416
economy,petrol,4.6,2015,77838,J-1119809Z,Kia Rio,break_bug,2020,28.61806036619089
economy,petrol,3.58,2017,113749,x13343580w,Smart Coupe,wheel_shake,2016,36.09610921084635
economy,petrol,3.56,2013,44344,R88463379h,Kia Rio X,engine_ignition,2020,61.07107031039043
economy,petrol,3.16,2017,122443,o73706221L,Smart ForTwo,engine_ignition,2017,58.41435643776538
economy,petrol,3.52,2015,92913,Q13493762f,Kia Rio X-line,engine_check,2021,62.05901991447321
economy,petrol,4.5,2013,42257,I12233871v,VW Polo VI,gear_stick,2020,24.52894232156519
economy,petrol,2.74,2012,24355,A19937465q,VW Polo,electro_bug,2016,38.112419737052754
economy,petrol,5.88,2011,1984,w-5790710u,Kia Rio,engine_check,2014,48.848352828283446
economy,petrol,3.3,2017,125528,w20420004F,VW Tiguan,electro_bug,2020,37.03860845995088
economy,petrol,4.14,2015,75997,i12150044m,Kia Rio X-line,break_bug,2017,24.496457360750966
standart,petrol,7.52,2013,44824,E-1571710h,Nissan Qashqai,engine_fuel,2022,39.149058583939265
economy,petrol,4.74,2017,122393,J-9110297t,Skoda Rapid,engine_fuel,2016,31.24960545684764
standart,petrol,3.88,2011,559,E15110775p,Nissan Qashqai,engine_check,2018,54.996435334476544
standart,petrol,5.48,2014,59262,j-8044553g,Renault Kaptur,electro_bug,2015,37.99077937971347
economy,petrol,2.74,2016,92330,F16044963S,Skoda Rapid,break_bug,2018,27.79683939218352
economy,petrol,3.68,2015,71605,R91630921n,Kia Rio X-line,wheel_shake,2019,26.200865133866657
economy,petrol,4.48,2015,81172,A-3836077o,Smart Coupe,break_bug,2021,26.703769306026658
economy,petrol,4.6,2014,57754,R61678217L,Kia Rio X-line,wheel_shake,2020,31.440707380717313
economy,petrol,5.3,2015,91373,s-2202835E,VW Polo VI,engine_ignition,2019,55.95612330911494
economy,petrol,4.0,2012,21072,O-2222377Z,VW Polo VI,wheel_shake,2017,44.343014759618036
standart,petrol,4.48,2014,61198,k-1178981C,Renault Sandero,engine_fuel,2022,45.52656500235964
economy,petrol,3.96,2016,99253,s22484554J,Smart ForTwo,electro_bug,2019,29.96462211836388
economy,petrol,3.72,2017,115702,D88984934M,Smart Coupe,engine_check,2020,43.390347522233384
economy,petrol,3.3,2016,107605,M77185218x,Smart Coupe,engine_fuel,2017,39.64372551332889
economy,petrol,2.22,2015,80826,k11391896M,Hyundai Solaris,engine_check,2019,56.5931329975118
standart,petrol,3.58,2013,43628,X19668940Y,Kia Sportage,electro_bug,2015,41.011534864126524
economy,petrol,6.1,2013,44110,D-1808806N,VW Polo,wheel_shake,2018,27.007188274456436
economy,petrol,6.3,2015,80519,l-3474389b,Kia Rio X,engine_overheat,2020,33.79097949746803
standart,petrol,4.64,2012,20533,j18586699W,Nissan Qashqai,engine_overheat,2017,41.159584450724964
economy,petrol,4.7,2017,115733,x-1367493b,Smart ForFour,gear_stick,2015,47.52707353837539
economy,petrol,4.26,2015,74254,N28690532T,Kia Rio,engine_fuel,2020,25.852073844299404
economy,petrol,2.98,2011,3363,M20461177C,Hyundai Solaris,engine_check,2019,46.04426741461581
economy,petrol,5.94,2013,42259,v-1950459j,Smart ForFour,engine_fuel,2015,38.17828845771742
economy,petrol,5.88,2017,139800,P-1366157f,Skoda Rapid,another_bug,2015,70.44152157368868
standart,petrol,5.36,2012,23489,k-2198355u,Nissan Qashqai,electro_bug,2021,29.36781328159962
premium,petrol,3.24,2014,73723,H69080088J,Audi A3,gear_stick,2022,38.82221494533312
economy,petrol,2.98,2014,57684,n12252517h,Kia Rio X-line,break_bug,2020,25.807018693378406
economy,petrol,4.88,2017,131753,r-2272437U,VW Tiguan,engine_overheat,2017,27.780788547176442
economy,petrol,3.92,2017,136098,i-1711813H,Smart ForFour,another_bug,2021,64.33724738854146
economy,petrol,5.04,2014,56294,H-1610911B,Kia Rio,engine_check,2019,45.16422949345318
standart,petrol,3.78,2011,874,o-4950899p,Kia Sportage,gear_stick,2017,28.492872319723748
standart,petrol,3.18,2011,5959,S10721675C,Kia Sportage,engine_ignition,2018,64.36508989759069
economy,petrol,4.9,2013,36674,X-2170601O,Smart ForTwo,electro_bug,2021,25.97763228661272
economy,petrol,4.7,2013,49088,q-4569496u,VW Polo VI,engine_ignition,2020,50.17602964064288
economy,petrol,4.46,2016,103283,i97387429H,VW Tiguan,engine_overheat,2020,30.737853694333015
economy,petrol,1.24,2013,45799,B14927437i,Smart ForFour,break_bug,2019,34.62619791120685
economy,petrol,3.52,2014,64709,d22008645E,VW Tiguan,engine_ignition,2020,78.99736266751063
economy,petrol,5.24,2011,315,n-3455333h,Hyundai Solaris,engine_fuel,2022,25.42559841319102
economy,petrol,3.2,2014,63760,B23739608U,VW Polo VI,break_bug,2018,34.00992621351462
economy,petrol,4.78,2017,133611,F-4198459W,Smart ForFour,engine_ignition,2019,60.73325681049696
economy,petrol,3.92,2015,71689,B-4284440k,VW Polo,engine_ignition,2016,47.70964605787206
economy,petrol,5.46,2015,85048,G-6904316x,VW Polo,wheel_shake,2018,43.793489869272776
standart,petrol,2.6,2011,5091,E13226619z,Kia Sportage,electro_bug,2015,27.443155228778526
economy,petrol,3.98,2017,122669,g-1495042h,Smart Coupe,another_bug,2018,72.70278998462724
standart,petrol,4.92,2014,58448,a-1279143n,Kia Sportage,engine_check,2019,61.87027716758927
economy,petrol,4.24,2017,108391,n84700288Y,VW Tiguan,another_bug,2019,67.05683831550924
economy,petrol,4.74,2015,81907,N-1095600Q,Smart ForTwo,electro_bug,2020,22.661004428406926
economy,petrol,3.4,2011,919,P94483357J,Hyundai Solaris,engine_check,2015,58.15517310594901
economy,petrol,5.08,2011,3279,D-1029823M,Kia Rio X,engine_check,2021,45.340277723439506
standart,petrol,4.74,2013,46315,e-1100534R,Nissan Qashqai,electro_bug,2019,26.618172848877798
economy,petrol,5.22,2016,98348,p-1097843f,Skoda Rapid,engine_fuel,2018,22.299959563815964
economy,petrol,4.16,2015,86168,d88026009F,Kia Rio X,engine_fuel,2019,31.885635731021218
economy,petrol,2.92,2013,45449,k28316812g,Kia Rio X,engine_overheat,2017,40.529898071737485
economy,petrol,4.18,2015,74352,P-1279354K,Kia Rio,engine_ignition,2020,70.71707324885108
economy,petrol,3.9,2016,96756,T77801635B,Skoda Rapid,engine_fuel,2015,40.361229959309036
economy,petrol,4.72,2014,62671,S-2221955m,Skoda Rapid,engine_ignition,2018,56.39967766943675
economy,petrol,4.86,2013,44050,z-3757964J,Smart ForTwo,gear_stick,2018,33.06064705603619
economy,petrol,3.84,2017,111010,n83325059s,Smart ForTwo,electro_bug,2019,35.97305845556078
economy,petrol,3.42,2012,23406,U-2195930Q,Kia Rio X,engine_fuel,2016,43.65228073521134
economy,petrol,4.0,2012,24599,L-1748371J,Hyundai Solaris,electro_bug,2018,35.72756026438088
standart,petrol,6.66,2012,22950,C-1092574s,Renault Sandero,engine_check,2014,48.21880639738867
economy,petrol,4.4,2014,62845,x78336615j,Hyundai Solaris,engine_check,2017,67.95009713762643
standart,petrol,3.5,2014,53920,d22823530e,Kia Sportage,engine_overheat,2018,28.71377475461616
economy,petrol,4.34,2017,129338,f-5599112Q,Smart Coupe,another_bug,2019,58.29481165375375
business,petrol,1.58,2016,105446,w12601279c,BMW 320i,break_bug,2017,36.87416661243039
economy,petrol,3.94,2014,57442,n-5592412g,VW Polo VI,wheel_shake,2022,30.410132861342365
business,petrol,2.8,2013,47600,X20156241e,Mercedes-Benz GLC,electro_bug,2018,51.18575115395831
economy,petrol,3.5,2016,97032,O12999011Q,VW Tiguan,electro_bug,2020,24.102284658922844
economy,petrol,3.4,2013,42152,D39654489v,Kia Rio X-line,wheel_shake,2018,34.90456055223613
economy,petrol,6.7,2011,601,G-1119002U,VW Polo VI,electro_bug,2019,23.643689867876304
standart,petrol,4.88,2013,42724,v-3839326y,Renault Kaptur,break_bug,2020,22.60677400421927
economy,petrol,6.04,2014,64299,x-1331259n,Skoda Rapid,engine_check,2015,52.2812063130434
business,petrol,2.96,2014,64165,d21849459k,BMW 320i,engine_ignition,2016,63.524146189461995
economy,petrol,5.06,2013,43587,x-1366202T,Smart ForFour,engine_overheat,2016,35.00474870124421
economy,petrol,3.1,2015,87664,V11493739H,Kia Rio X,gear_stick,2022,24.686040292898706
standart,petrol,4.18,2015,84310,e22337672e,Renault Kaptur,engine_check,2016,63.755089036120104
economy,petrol,4.5,2013,46755,e-1713473l,Smart ForFour,gear_stick,2021,34.38881867372326
economy,petrol,3.6,2015,92810,h11974580h,Kia Rio X,engine_overheat,2014,27.763283263757362
standart,petrol,4.36,2012,20432,o-1428006H,Renault Sandero,electro_bug,2020,33.12661646908592
standart,petrol,3.92,2015,89281,P-1019884q,Nissan Qashqai,engine_overheat,2017,25.360589671279957
premium,electro,4.56,2016,89526,b-1924728p,Volkswagen ID.4 ,gear_stick,2020,49.20862667818898
economy,petrol,6.02,2012,22574,a-1405894q,Kia Rio X,engine_ignition,2020,63.37000146226135
economy,petrol,5.24,2012,20262,d-7666372x,Kia Rio X,another_bug,2017,101.10426682604795
economy,petrol,5.3,2014,66242,t-8150753L,VW Polo,engine_fuel,2018,31.242396028122368
premium,petrol,4.52,2015,87898,i16707497b,Audi A3,engine_overheat,2019,57.990662145971456
economy,petrol,4.3,2015,80748,d40778348c,Kia Rio X-line,wheel_shake,2022,28.094532599726406
economy,petrol,4.38,2015,87229,x-6745292f,Smart ForTwo,break_bug,2020,46.2435716905354
standart,petrol,4.7,2014,67033,Q-1197469B,Renault Sandero,break_bug,2022,32.527367597373676
economy,petrol,5.18,2011,3357,Z-1984492i,Kia Rio,break_bug,2018,28.91824738730256
economy,petrol,4.0,2011,4059,y19339480p,Kia Rio X-line,wheel_shake,2020,27.416178783371546
premium,petrol,3.82,2015,81606,r10507876y,Audi A3,break_bug,2022,43.14067672019948
economy,petrol,3.84,2013,44430,N12915117c,Smart ForFour,engine_overheat,2018,26.959732693600664
standart,petrol,3.84,2014,66841,s48916749r,Renault Kaptur,engine_check,2017,41.945876711684505
economy,petrol,3.3,2014,61990,E-1574398v,Hyundai Solaris,engine_fuel,2020,49.99875640934024
economy,petrol,4.58,2015,81205,x-8009442a,Smart ForTwo,engine_fuel,2015,28.360716203590062
business,petrol,4.58,2015,78142,V-9605877z,Mercedes-Benz E200,break_bug,2018,35.502091112082574
economy,petrol,5.18,2015,76555,F-1541843G,Hyundai Solaris,engine_overheat,2022,47.25171262030653
economy,petrol,3.44,2011,684,J12356869N,Kia Rio X-line,electro_bug,2022,24.805831154952376
economy,petrol,3.66,2013,41783,J-1898029b,VW Polo,engine_fuel,2021,31.616402452482692
economy,petrol,6.12,2015,79323,i-2267354V,Hyundai Solaris,engine_ignition,2017,55.34690285449641
economy,petrol,4.02,2016,97382,A14283545z,VW Tiguan,electro_bug,2021,27.529398772311232
standart,petrol,4.56,2013,42360,z-1706928C,Renault Sandero,another_bug,2017,79.55492731218658
standart,petrol,3.9,2013,48212,q11931054T,Kia Sportage,another_bug,2021,84.56280528230963
standart,petrol,2.14,2015,88409,h16480906Q,Nissan Qashqai,break_bug,2018,24.237116410365594
economy,petrol,3.78,2014,67369,a18429533v,Kia Rio X-line,another_bug,2015,49.97489201252133
economy,petrol,2.94,2015,89528,Z13225783s,Hyundai Solaris,engine_check,2014,52.81421287623966
business,petrol,5.22,2013,41819,b20875811r,Mercedes-Benz GLC,engine_check,2016,49.84780074424746
economy,petrol,4.06,2016,94349,g57509660G,Smart Coupe,engine_check,2018,54.44810258507018
economy,petrol,3.86,2015,78515,i10233407e,Kia Rio X-line,engine_fuel,2020,36.9473187184998
standart,petrol,4.34,2015,90925,b-1633141B,Renault Kaptur,engine_ignition,2015,50.09231572944037
economy,petrol,5.48,2017,123014,r44343477P,VW Tiguan,another_bug,2021,52.50220647122673
economy,petrol,4.78,2014,65533,r-5143581F,Kia Rio X,engine_overheat,2016,40.53365353144643
standart,petrol,3.66,2015,82643,I38773245A,Kia Sportage,engine_check,2015,59.06953611957574
economy,petrol,3.52,2017,109979,Z34825463y,Smart ForFour,gear_stick,2019,20.75201816067065
economy,petrol,4.18,2016,112554,Z22393693I,Smart Coupe,engine_fuel,2016,34.347601526515156
standart,petrol,6.54,2014,61535,Z-2191916Z,Renault Sandero,electro_bug,2019,32.229051738489204
economy,petrol,3.32,2016,112903,X10140728m,Smart ForTwo,engine_overheat,2016,30.854625730928028
economy,petrol,4.52,2013,41486,v-9686944h,Kia Rio X,another_bug,2015,45.89755463776427
economy,petrol,5.12,2013,39034,Y74309277t,VW Polo VI,engine_check,2016,49.50562645077136
economy,petrol,4.18,2011,3536,u60678999S,Kia Rio X,engine_fuel,2020,32.81675963945108
economy,petrol,4.46,2012,21720,O-2071605g,Kia Rio X,engine_check,2014,55.540008731749325
economy,petrol,4.86,2011,4240,X66836862t,Hyundai Solaris,engine_ignition,2014,63.97379802964965
economy,petrol,7.1,2017,128357,N-5150907H,VW Tiguan,engine_fuel,2017,38.50863896625062
economy,petrol,4.46,2017,126002,L-2259780s,Skoda Rapid,gear_stick,2019,30.234822159830664
economy,petrol,5.54,2011,10773,O25177740V,Kia Rio X-line,another_bug,2019,66.79577536268106
economy,petrol,4.1,2017,124057,r-2626717n,Skoda Rapid,engine_overheat,2022,35.45194801514623
economy,petrol,3.12,2017,133544,l25990633r,Smart ForTwo,engine_overheat,2019,22.079508389364864
economy,petrol,3.18,2017,120576,h64057348f,Smart ForTwo,gear_stick,2018,37.33189799825901
economy,petrol,4.52,2017,111195,i-3471993K,Smart Coupe,wheel_shake,2019,37.26002484313393
economy,petrol,2.96,2012,28396,o30401798v,Kia Rio,gear_stick,2020,30.138465422750333
standart,petrol,2.84,2011,369,o16159959N,Kia Sportage,another_bug,2018,78.21755703602678
standart,petrol,4.56,2013,39118,P-8366433v,Nissan Qashqai,engine_ignition,2020,55.05704623264621
economy,petrol,2.72,2014,68182,s11758995J,Kia Rio X-line,another_bug,2017,45.08280551342409
standart,petrol,5.4,2013,38404,D-1742188V,Kia Sportage,break_bug,2017,35.44022569257086
standart,petrol,4.1,2014,68459,q15163647k,Kia Sportage,gear_stick,2019,26.573268620096407
economy,petrol,1.82,2017,129279,m13716525T,VW Tiguan,break_bug,2022,25.645714833122238
economy,petrol,5.12,2011,4603,m-1582917S,Kia Rio,electro_bug,2020,39.57484342606489
standart,petrol,3.74,2015,83184,I22962781q,Renault Sandero,engine_overheat,2018,29.051489422692736
economy,petrol,4.72,2013,38491,u15259964F,VW Polo,engine_check,2021,43.50857040586776
standart,petrol,3.9,2015,94402,M-1332669r,Renault Sandero,break_bug,2017,33.99541829133477
economy,petrol,5.56,2013,38762,F-2033009p,Smart ForTwo,wheel_shake,2016,29.883871891252415
economy,petrol,5.58,2013,48904,i-2002618e,Skoda Rapid,gear_stick,2020,31.086808090212035
economy,petrol,4.04,2012,23841,w15256527O,Hyundai Solaris,engine_overheat,2018,42.59958630273544
economy,petrol,4.02,2012,22415,v-2214221g,Kia Rio X-line,engine_check,2019,46.73608194037307
business,petrol,2.84,2014,59272,S13436513x,Mercedes-Benz E200,gear_stick,2018,51.380650594454295
premium,electro,4.92,2015,89947,u-8176531i,Tesla Model 3,engine_fuel,2021,56.23923438131496
standart,petrol,3.24,2012,18584,a11027421p,Nissan Qashqai,engine_ignition,2018,60.92867312014789
economy,petrol,5.06,2015,76507,c-6945557y,Smart ForFour,engine_overheat,2018,47.13179817782469
economy,petrol,3.84,2012,26757,c-6308705d,Hyundai Solaris,electro_bug,2020,26.791167942162687
premium,petrol,3.06,2016,111564,B44546931a,Audi Q3,gear_stick,2018,59.82310391903799
economy,petrol,4.76,2013,37027,C-3329059P,Smart ForFour,engine_fuel,2016,33.52142145914331
standart,petrol,4.78,2014,63429,P-2109405G,Renault Sandero,break_bug,2021,37.11650840971671
