car_type,fuel_type,car_rating,year_to_start,riders,car_id,model,target_reg,target_class,year_to_work
economy,petrol,4.1,2011,4744,U12958604d,Kia Rio X-line,0,break_bug,2014
economy,petrol,3.76,2016,102285,V12462480t,Smart Coupe,0,engine_check,2021
premium,electro,3.06,2014,66621,p22133368b,Tesla Model 3,0,electro_bug,2019
economy,petrol,5.2,2015,73536,Q-2285147y,Kia Rio X-line,1,break_bug,2018
standart,petrol,4.92,2012,20965,d-5980296U,Nissan Qashqai,0,engine_fuel,2022
standart,petrol,5.24,2014,57237,M-1786506l,Kia Sportage,0,break_bug,2017
economy,petrol,6.0,2012,25750,r-5694899j,VW Polo,1,engine_check,2020
standart,petrol,5.7,2015,81063,E-1192475T,Renault Sandero,0,engine_overheat,2020
standart,petrol,3.96,2011,254,y-3995748C,Renault Kaptur,0,electro_bug,2022
premium,petrol,2.0,2017,135954,E11949860p,Audi Q3,0,gear_stick,2022
economy,petrol,4.76,2014,65374,h-2096845p,Smart Coupe,0,engine_check,2017
economy,petrol,4.64,2012,23321,G17430753s,VW Polo VI,0,gear_stick,2021
standart,petrol,4.7,2013,48318,w-5388022o,Renault Kaptur,1,another_bug,2020
economy,petrol,4.78,2014,60479,H-1417790G,Smart Coupe,0,engine_ignition,2018
economy,petrol,3.26,2015,76667,h66072023A,Smart Coupe,0,engine_check,2016
standart,petrol,4.04,2011,7381,B25854093d,Nissan Qashqai,0,engine_fuel,2021
economy,petrol,5.68,2015,88755,m-8844106y,VW Polo VI,0,gear_stick,2017
economy,petrol,3.92,2013,36824,Z69629123S,Hyundai Solaris,0,engine_check,2016
economy,petrol,4.62,2017,113273,V-3922506p,VW Tiguan,2,another_bug,2018
economy,petrol,4.64,2014,53211,h-1428946I,VW Polo VI,0,wheel_shake,2019
economy,petrol,6.36,2014,59952,S-1358921N,VW Polo,0,another_bug,2019
standart,petrol,4.84,2012,24305,Z60401723J,Kia Sportage,0,engine_overheat,2017
economy,petrol,5.04,2011,1755,P-7215920v,Hyundai Solaris,0,wheel_shake,2020
economy,petrol,4.42,2016,108376,v-1334609Q,Smart ForFour,1,another_bug,2019
standart,petrol,4.0,2015,76276,s18901076N,Renault Sandero,0,another_bug,2016
standart,petrol,4.18,2011,3472,V-1176448O,Kia Sportage,0,engine_overheat,2019
economy,petrol,3.94,2014,59947,j26265780j,Skoda Rapid,2,engine_ignition,2017
standart,petrol,4.52,2014,57232,y-2901647k,Kia Sportage,1,gear_stick,2017
economy,petrol,4.0,2014,58143,r48172718A,Skoda Rapid,0,gear_stick,2019
standart,petrol,4.7,2015,86086,d-8002745O,Nissan Qashqai,0,electro_bug,2017
standart,petrol,4.06,2015,70798,P41449662O,Kia Sportage,0,engine_fuel,2017
economy,petrol,3.34,2015,82682,N17048798L,Hyundai Solaris,1,engine_check,2017
economy,petrol,6.34,2015,82698,q-1487182h,VW Tiguan,0,wheel_shake,2018
standart,petrol,5.06,2012,24403,D-8569809Z,Renault Sandero,3,gear_stick,2021
economy,petrol,3.78,2015,86827,o-3239309x,Kia Rio X-line,0,another_bug,2020
economy,petrol,4.7,2015,75729,f-4517248O,Hyundai Solaris,2,another_bug,2017
business,petrol,4.92,2016,101821,v-1780358c,BMW 320i,0,engine_ignition,2019
standart,petrol,5.72,2015,81120,I-1820859i,Renault Sandero,0,gear_stick,2019
premium,petrol,3.86,2014,63825,q22680253Z,Audi A3,0,engine_ignition,2019
standart,petrol,3.92,2012,28610,i20236215k,Renault Sandero,0,another_bug,2020
economy,petrol,5.76,2013,41722,E-1232264m,VW Polo VI,1,engine_check,2021
business,electro,3.84,2014,61001,Z12282683t,MINI CooperSE,0,engine_overheat,2020
standart,petrol,4.32,2013,41311,w-4694330w,Kia Sportage,1,another_bug,2018
economy,petrol,4.44,2015,76977,u41475684g,Kia Rio X-line,1,electro_bug,2017
economy,petrol,3.32,2015,75595,v22877971A,VW Polo VI,0,another_bug,2021
economy,petrol,4.5,2012,24759,U-1810601i,VW Polo VI,0,break_bug,2017
economy,petrol,4.28,2014,61920,f-1733732O,Kia Rio X,1,engine_fuel,2018
economy,petrol,4.1,2011,3523,T89595628a,Kia Rio X-line,0,another_bug,2015
economy,petrol,5.76,2013,45373,Z-2109687y,Hyundai Solaris,0,wheel_shake,2017
economy,petrol,3.84,2013,48566,r21497854N,Kia Rio X-line,1,wheel_shake,2016
economy,petrol,4.78,2012,24042,c-1909821W,VW Polo VI,0,engine_check,2015
business,petrol,3.48,2012,25103,U59594722h,Fiat 500,0,break_bug,2021
standart,petrol,5.78,2013,52799,v-9816729Z,Renault Kaptur,0,another_bug,2015
business,petrol,4.64,2014,69197,h-1856871O,Mercedes-Benz GLC,0,gear_stick,2016
standart,petrol,3.34,2011,4187,r66547692x,Renault Kaptur,0,gear_stick,2019
standart,petrol,3.82,2015,90120,H22956801B,Kia Sportage,0,electro_bug,2021
economy,petrol,5.4,2016,114326,E-1030575F,VW Tiguan,0,break_bug,2021
economy,petrol,3.18,2014,65106,K14620940o,Smart Coupe,0,break_bug,2015
standart,petrol,3.72,2011,3890,M65548078V,Kia Sportage,0,break_bug,2020
economy,petrol,5.56,2013,46364,N-1726327i,VW Polo,0,engine_check,2019
economy,petrol,5.14,2012,21116,S-1058341S,VW Polo VI,2,engine_ignition,2022
economy,petrol,5.04,2011,157,w-1247066y,VW Polo,0,engine_ignition,2019
economy,petrol,4.64,2015,92111,g42249929i,Skoda Rapid,0,gear_stick,2016
economy,petrol,4.02,2012,18798,Q27397166k,Kia Rio X,0,wheel_shake,2015
economy,petrol,5.18,2016,107416,m-2234361C,Skoda Rapid,0,another_bug,2018
economy,petrol,3.02,2017,115478,a20879753i,Smart Coupe,0,wheel_shake,2020
economy,petrol,4.74,2017,129005,R-1015571o,VW Tiguan,0,engine_fuel,2019
economy,petrol,4.46,2016,102415,D18873569A,Smart ForFour,0,wheel_shake,2017
economy,petrol,4.84,2014,74847,P-1424840K,VW Polo VI,0,wheel_shake,2017
economy,petrol,4.42,2017,114610,u-1813398B,Smart ForTwo,0,gear_stick,2016
standart,petrol,4.76,2012,21879,o-9110587W,Nissan Qashqai,0,engine_ignition,2016
economy,petrol,6.08,2011,2409,U10311712e,VW Polo,0,engine_overheat,2018
standart,petrol,6.0,2012,21852,m-1088453g,Kia Sportage,2,engine_fuel,2022
standart,petrol,5.4,2013,47335,f-7120148O,Renault Kaptur,1,gear_stick,2016
economy,petrol,5.14,2012,21961,y-1310937L,Kia Rio X-line,0,wheel_shake,2020
economy,petrol,3.6,2017,133516,h11115340f,VW Tiguan,0,break_bug,2021
economy,petrol,5.48,2014,59615,f43525913Z,Kia Rio X-line,0,engine_ignition,2019
standart,petrol,5.5,2012,20056,C-2095125S,Renault Sandero,2,engine_overheat,2020
premium,petrol,4.68,2017,128759,H-1012725h,Audi Q3,0,engine_fuel,2019
standart,petrol,5.62,2015,82262,V-1004656F,Nissan Qashqai,0,engine_ignition,2015
economy,petrol,5.12,2017,126222,N-1585083b,VW Tiguan,0,wheel_shake,2020
economy,petrol,4.52,2015,73587,A-5953942h,Smart ForTwo,0,gear_stick,2021
economy,petrol,4.96,2012,21505,b-5677746H,Kia Rio X-line,1,electro_bug,2021
economy,petrol,3.5,2014,71510,t15843955M,Smart Coupe,0,gear_stick,2018
economy,petrol,6.86,2015,76396,b-2174248s,Kia Rio X,0,gear_stick,2016
standart,petrol,4.14,2015,84954,J-1468143m,Kia Sportage,0,engine_ignition,2019
standart,petrol,3.86,2015,73469,d-1590616X,Kia Sportage,0,break_bug,2022
economy,petrol,6.2,2015,82110,A-2010794j,VW Tiguan,0,break_bug,2021
economy,petrol,5.24,2015,86101,N-3512121s,VW Polo VI,0,gear_stick,2019
standart,petrol,4.72,2015,96041,S10025512H,Renault Sandero,0,engine_overheat,2018
economy,petrol,5.5,2014,63542,E-2184088G,Smart ForFour,0,electro_bug,2016
standart,petrol,4.06,2015,76477,F62717656N,Renault Kaptur,1,another_bug,2021
economy,petrol,5.56,2015,78941,Q-9015964Z,Hyundai Solaris,0,engine_check,2018
economy,petrol,3.74,2013,42849,h15062276x,Hyundai Solaris,0,engine_overheat,2019
business,petrol,2.38,2014,63913,s90558240D,Fiat 500,0,engine_overheat,2016
standart,petrol,4.56,2013,41349,e60616052a,Kia Sportage,0,gear_stick,2019
economy,petrol,5.04,2011,754,L-1816115Y,Kia Rio X,0,engine_overheat,2016
economy,petrol,4.04,2016,101419,O-1094429s,Skoda Rapid,0,gear_stick,2020
economy,petrol,5.12,2015,80919,G-3730407g,Skoda Rapid,1,another_bug,2020
standart,petrol,3.88,2015,86494,i40584522k,Renault Kaptur,0,another_bug,2020
economy,petrol,5.78,2016,102391,A-1680490U,Smart ForFour,0,break_bug,2022
standart,petrol,3.2,2012,22394,u12261336F,Renault Kaptur,2,gear_stick,2017
economy,petrol,4.36,2014,57744,W17258092O,Smart ForTwo,0,engine_check,2021
economy,petrol,4.66,2015,88049,Z-8046890f,Skoda Rapid,0,gear_stick,2017
economy,petrol,4.14,2012,23107,C-1531638p,Hyundai Solaris,2,another_bug,2014
standart,petrol,3.36,2015,78926,b16129006F,Kia Sportage,0,another_bug,2017
economy,petrol,6.64,2012,29637,q-1248463u,Hyundai Solaris,0,another_bug,2016
premium,petrol,4.32,2016,108130,m52656713y,Audi A3,0,engine_check,2022
economy,petrol,2.52,2015,80359,O20309077v,Kia Rio X,0,break_bug,2018
economy,petrol,4.48,2014,56407,L-6228218t,VW Polo,0,break_bug,2016
economy,petrol,3.08,2012,25288,k40909397b,VW Polo,0,break_bug,2017
economy,petrol,5.04,2017,125139,A-1721538a,Skoda Rapid,0,break_bug,2018
economy,petrol,4.42,2015,91880,p14707024B,Smart Coupe,0,engine_ignition,2018
economy,petrol,6.02,2014,69822,u-1058332x,Kia Rio,0,electro_bug,2021
standart,petrol,5.28,2012,24731,G-1150322W,Renault Sandero,0,another_bug,2021
standart,petrol,2.32,2014,65658,w13176062d,Kia Sportage,0,gear_stick,2015
economy,petrol,5.88,2012,23653,v-1523714V,VW Polo VI,1,wheel_shake,2015
economy,petrol,3.86,2014,64041,B13169162p,Smart ForFour,0,engine_fuel,2018
economy,petrol,3.5,2016,103775,f17933532Q,Skoda Rapid,0,electro_bug,2015
economy,petrol,2.44,2012,26689,m41491349u,Kia Rio X,0,break_bug,2019
standart,petrol,4.32,2013,45989,N-2592617I,Kia Sportage,0,engine_overheat,2017
standart,petrol,6.0,2013,41511,P-1313124Y,Nissan Qashqai,0,engine_overheat,2019
standart,petrol,3.96,2014,64325,F14063148j,Nissan Qashqai,0,engine_overheat,2022
economy,petrol,3.74,2015,77287,b15147844G,Hyundai Solaris,0,engine_ignition,2017
economy,petrol,4.4,2012,23356,J79491457w,Kia Rio X,0,electro_bug,2016
economy,petrol,4.6,2015,77838,J-1119809Z,Kia Rio,0,break_bug,2020
economy,petrol,3.58,2017,113749,x13343580w,Smart Coupe,0,wheel_shake,2016
economy,petrol,3.56,2013,44344,R88463379h,Kia Rio X,0,engine_ignition,2020
economy,petrol,3.16,2017,122443,o73706221L,Smart ForTwo,2,engine_ignition,2017
economy,petrol,3.52,2015,92913,Q13493762f,Kia Rio X-line,0,engine_check,2021
economy,petrol,4.5,2013,42257,I12233871v,VW Polo VI,0,gear_stick,2020
economy,petrol,2.74,2012,24355,A19937465q,VW Polo,0,electro_bug,2016
economy,petrol,5.88,2011,1984,w-5790710u,Kia Rio,2,engine_check,2014
economy,petrol,3.3,2017,125528,w20420004F,VW Tiguan,0,electro_bug,2020
economy,petrol,4.14,2015,75997,i12150044m,Kia Rio X-line,0,break_bug,2017
standart,petrol,7.52,2013,44824,E-1571710h,Nissan Qashqai,2,engine_fuel,2022
economy,petrol,4.74,2017,122393,J-9110297t,Skoda Rapid,1,engine_fuel,2016
standart,petrol,3.88,2011,559,E15110775p,Nissan Qashqai,0,engine_check,2018
standart,petrol,5.48,2014,59262,j-8044553g,Renault Kaptur,3,electro_bug,2015
economy,petrol,2.74,2016,92330,F16044963S,Skoda Rapid,0,break_bug,2018
economy,petrol,3.68,2015,71605,R91630921n,Kia Rio X-line,0,wheel_shake,2019
economy,petrol,4.48,2015,81172,A-3836077o,Smart Coupe,0,break_bug,2021
economy,petrol,4.6,2014,57754,R61678217L,Kia Rio X-line,0,wheel_shake,2020
economy,petrol,5.3,2015,91373,s-2202835E,VW Polo VI,0,engine_ignition,2019
economy,petrol,4.0,2012,21072,O-2222377Z,VW Polo VI,0,wheel_shake,2017
standart,petrol,4.48,2014,61198,k-1178981C,Renault Sandero,0,engine_fuel,2022
economy,petrol,3.96,2016,99253,s22484554J,Smart ForTwo,0,electro_bug,2019
economy,petrol,3.72,2017,115702,D88984934M,Smart Coupe,3,engine_check,2020
economy,petrol,3.3,2016,107605,M77185218x,Smart Coupe,0,engine_fuel,2017
economy,petrol,2.22,2015,80826,k11391896M,Hyundai Solaris,0,engine_check,2019
standart,petrol,3.58,2013,43628,X19668940Y,Kia Sportage,0,electro_bug,2015
economy,petrol,6.1,2013,44110,D-1808806N,VW Polo,2,wheel_shake,2018
economy,petrol,6.3,2015,80519,l-3474389b,Kia Rio X,0,engine_overheat,2020
standart,petrol,4.64,2012,20533,j18586699W,Nissan Qashqai,0,engine_overheat,2017
economy,petrol,4.7,2017,115733,x-1367493b,Smart ForFour,1,gear_stick,2015
economy,petrol,4.26,2015,74254,N28690532T,Kia Rio,0,engine_fuel,2020
economy,petrol,2.98,2011,3363,M20461177C,Hyundai Solaris,0,engine_check,2019
economy,petrol,5.94,2013,42259,v-1950459j,Smart ForFour,0,engine_fuel,2015
economy,petrol,5.88,2017,139800,P-1366157f,Skoda Rapid,0,another_bug,2015
standart,petrol,5.36,2012,23489,k-2198355u,Nissan Qashqai,0,electro_bug,2021
premium,petrol,3.24,2014,73723,H69080088J,Audi A3,0,gear_stick,2022
economy,petrol,2.98,2014,57684,n12252517h,Kia Rio X-line,0,break_bug,2020
economy,petrol,4.88,2017,131753,r-2272437U,VW Tiguan,0,engine_overheat,2017
economy,petrol,3.92,2017,136098,i-1711813H,Smart ForFour,0,another_bug,2021
economy,petrol,5.04,2014,56294,H-1610911B,Kia Rio,3,engine_check,2019
standart,petrol,3.78,2011,874,o-4950899p,Kia Sportage,0,gear_stick,2017
standart,petrol,3.18,2011,5959,S10721675C,Kia Sportage,0,engine_ignition,2018
economy,petrol,4.9,2013,36674,X-2170601O,Smart ForTwo,1,electro_bug,2021
economy,petrol,4.7,2013,49088,q-4569496u,VW Polo VI,2,engine_ignition,2020
economy,petrol,4.46,2016,103283,i97387429H,VW Tiguan,1,engine_overheat,2020
economy,petrol,1.24,2013,45799,B14927437i,Smart ForFour,0,break_bug,2019
economy,petrol,3.52,2014,64709,d22008645E,VW Tiguan,1,engine_ignition,2020
economy,petrol,5.24,2011,315,n-3455333h,Hyundai Solaris,0,engine_fuel,2022
economy,petrol,3.2,2014,63760,B23739608U,VW Polo VI,0,break_bug,2018
economy,petrol,4.78,2017,133611,F-4198459W,Smart ForFour,0,engine_ignition,2019
economy,petrol,3.92,2015,71689,B-4284440k,VW Polo,1,engine_ignition,2016
economy,petrol,5.46,2015,85048,G-6904316x,VW Polo,0,wheel_shake,2018
standart,petrol,2.6,2011,5091,E13226619z,Kia Sportage,1,electro_bug,2015
economy,petrol,3.98,2017,122669,g-1495042h,Smart Coupe,0,another_bug,2018
standart,petrol,4.92,2014,58448,a-1279143n,Kia Sportage,0,engine_check,2019
economy,petrol,4.24,2017,108391,n84700288Y,VW Tiguan,0,another_bug,2019
economy,petrol,4.74,2015,81907,N-1095600Q,Smart ForTwo,0,electro_bug,2020
economy,petrol,3.4,2011,919,P94483357J,Hyundai Solaris,0,engine_check,2015
economy,petrol,5.08,2011,3279,D-1029823M,Kia Rio X,0,engine_check,2021
standart,petrol,4.74,2013,46315,e-1100534R,Nissan Qashqai,0,electro_bug,2019
economy,petrol,5.22,2016,98348,p-1097843f,Skoda Rapid,0,engine_fuel,2018
economy,petrol,4.16,2015,86168,d88026009F,Kia Rio X,0,engine_fuel,2019
economy,petrol,2.92,2013,45449,k28316812g,Kia Rio X,0,engine_overheat,2017
economy,petrol,4.18,2015,74352,P-1279354K,Kia Rio,1,engine_ignition,2020
economy,petrol,3.9,2016,96756,T77801635B,Skoda Rapid,1,engine_fuel,2015
economy,petrol,4.72,2014,62671,S-2221955m,Skoda Rapid,0,engine_ignition,2018
economy,petrol,4.86,2013,44050,z-3757964J,Smart ForTwo,0,gear_stick,2018
economy,petrol,3.84,2017,111010,n83325059s,Smart ForTwo,1,electro_bug,2019
economy,petrol,3.42,2012,23406,U-2195930Q,Kia Rio X,0,engine_fuel,2016
economy,petrol,4.0,2012,24599,L-1748371J,Hyundai Solaris,0,electro_bug,2018
standart,petrol,6.66,2012,22950,C-1092574s,Renault Sandero,2,engine_check,2014
economy,petrol,4.4,2014,62845,x78336615j,Hyundai Solaris,0,engine_check,2017
standart,petrol,3.5,2014,53920,d22823530e,Kia Sportage,0,engine_overheat,2018
economy,petrol,4.34,2017,129338,f-5599112Q,Smart Coupe,1,another_bug,2019
business,petrol,1.58,2016,105446,w12601279c,BMW 320i,0,break_bug,2017
economy,petrol,3.94,2014,57442,n-5592412g,VW Polo VI,0,wheel_shake,2022
business,petrol,2.8,2013,47600,X20156241e,Mercedes-Benz GLC,0,electro_bug,2018
economy,petrol,3.5,2016,97032,O12999011Q,VW Tiguan,0,electro_bug,2020
economy,petrol,3.4,2013,42152,D39654489v,Kia Rio X-line,0,wheel_shake,2018
economy,petrol,6.7,2011,601,G-1119002U,VW Polo VI,0,electro_bug,2019
standart,petrol,4.88,2013,42724,v-3839326y,Renault Kaptur,0,break_bug,2020
economy,petrol,6.04,2014,64299,x-1331259n,Skoda Rapid,1,engine_check,2015
business,petrol,2.96,2014,64165,d21849459k,BMW 320i,0,engine_ignition,2016
economy,petrol,5.06,2013,43587,x-1366202T,Smart ForFour,0,engine_overheat,2016
economy,petrol,3.1,2015,87664,V11493739H,Kia Rio X,0,gear_stick,2022
standart,petrol,4.18,2015,84310,e22337672e,Renault Kaptur,0,engine_check,2016
economy,petrol,4.5,2013,46755,e-1713473l,Smart ForFour,0,gear_stick,2021
economy,petrol,3.6,2015,92810,h11974580h,Kia Rio X,0,engine_overheat,2014
standart,petrol,4.36,2012,20432,o-1428006H,Renault Sandero,0,electro_bug,2020
standart,petrol,3.92,2015,89281,P-1019884q,Nissan Qashqai,0,engine_overheat,2017
premium,electro,4.56,2016,89526,b-1924728p,Volkswagen ID.4 ,0,gear_stick,2020
economy,petrol,6.02,2012,22574,a-1405894q,Kia Rio X,0,engine_ignition,2020
economy,petrol,5.24,2012,20262,d-7666372x,Kia Rio X,0,another_bug,2017
economy,petrol,5.3,2014,66242,t-8150753L,VW Polo,0,engine_fuel,2018
premium,petrol,4.52,2015,87898,i16707497b,Audi A3,0,engine_overheat,2019
economy,petrol,4.3,2015,80748,d40778348c,Kia Rio X-line,0,wheel_shake,2022
economy,petrol,4.38,2015,87229,x-6745292f,Smart ForTwo,0,break_bug,2020
standart,petrol,4.7,2014,67033,Q-1197469B,Renault Sandero,0,break_bug,2022
economy,petrol,5.18,2011,3357,Z-1984492i,Kia Rio,0,break_bug,2018
economy,petrol,4.0,2011,4059,y19339480p,Kia Rio X-line,0,wheel_shake,2020
premium,petrol,3.82,2015,81606,r10507876y,Audi A3,0,break_bug,2022
economy,petrol,3.84,2013,44430,N12915117c,Smart ForFour,0,engine_overheat,2018
standart,petrol,3.84,2014,66841,s48916749r,Renault Kaptur,0,engine_check,2017
economy,petrol,3.3,2014,61990,E-1574398v,Hyundai Solaris,0,engine_fuel,2020
economy,petrol,4.58,2015,81205,x-8009442a,Smart ForTwo,0,engine_fuel,2015
business,petrol,4.58,2015,78142,V-9605877z,Mercedes-Benz E200,0,break_bug,2018
economy,petrol,5.18,2015,76555,F-1541843G,Hyundai Solaris,0,engine_overheat,2022
economy,petrol,3.44,2011,684,J12356869N,Kia Rio X-line,0,electro_bug,2022
economy,petrol,3.66,2013,41783,J-1898029b,VW Polo,0,engine_fuel,2021
economy,petrol,6.12,2015,79323,i-2267354V,Hyundai Solaris,0,engine_ignition,2017
economy,petrol,4.02,2016,97382,A14283545z,VW Tiguan,1,electro_bug,2021
standart,petrol,4.56,2013,42360,z-1706928C,Renault Sandero,0,another_bug,2017
standart,petrol,3.9,2013,48212,q11931054T,Kia Sportage,0,another_bug,2021
standart,petrol,2.14,2015,88409,h16480906Q,Nissan Qashqai,0,break_bug,2018
economy,petrol,3.78,2014,67369,a18429533v,Kia Rio X-line,2,another_bug,2015
economy,petrol,2.94,2015,89528,Z13225783s,Hyundai Solaris,0,engine_check,2014
business,petrol,5.22,2013,41819,b20875811r,Mercedes-Benz GLC,2,engine_check,2016
economy,petrol,4.06,2016,94349,g57509660G,Smart Coupe,0,engine_check,2018
economy,petrol,3.86,2015,78515,i10233407e,Kia Rio X-line,0,engine_fuel,2020
standart,petrol,4.34,2015,90925,b-1633141B,Renault Kaptur,0,engine_ignition,2015
economy,petrol,5.48,2017,123014,r44343477P,VW Tiguan,0,another_bug,2021
economy,petrol,4.78,2014,65533,r-5143581F,Kia Rio X,1,engine_overheat,2016
standart,petrol,3.66,2015,82643,I38773245A,Kia Sportage,0,engine_check,2015
economy,petrol,3.52,2017,109979,Z34825463y,Smart ForFour,0,gear_stick,2019
economy,petrol,4.18,2016,112554,Z22393693I,Smart Coupe,0,engine_fuel,2016
standart,petrol,6.54,2014,61535,Z-2191916Z,Renault Sandero,0,electro_bug,2019
economy,petrol,3.32,2016,112903,X10140728m,Smart ForTwo,0,engine_overheat,2016
economy,petrol,4.52,2013,41486,v-9686944h,Kia Rio X,1,another_bug,2015
economy,petrol,5.12,2013,39034,Y74309277t,VW Polo VI,3,engine_check,2016
economy,petrol,4.18,2011,3536,u60678999S,Kia Rio X,1,engine_fuel,2020
economy,petrol,4.46,2012,21720,O-2071605g,Kia Rio X,0,engine_check,2014
economy,petrol,4.86,2011,4240,X66836862t,Hyundai Solaris,0,engine_ignition,2014
economy,petrol,7.1,2017,128357,N-5150907H,VW Tiguan,0,engine_fuel,2017
economy,petrol,4.46,2017,126002,L-2259780s,Skoda Rapid,0,gear_stick,2019
economy,petrol,5.54,2011,10773,O25177740V,Kia Rio X-line,2,another_bug,2019
economy,petrol,4.1,2017,124057,r-2626717n,Skoda Rapid,0,engine_overheat,2022
economy,petrol,3.12,2017,133544,l25990633r,Smart ForTwo,1,engine_overheat,2019
economy,petrol,3.18,2017,120576,h64057348f,Smart ForTwo,0,gear_stick,2018
economy,petrol,4.52,2017,111195,i-3471993K,Smart Coupe,0,wheel_shake,2019
economy,petrol,2.96,2012,28396,o30401798v,Kia Rio,0,gear_stick,2020
standart,petrol,2.84,2011,369,o16159959N,Kia Sportage,0,another_bug,2018
standart,petrol,4.56,2013,39118,P-8366433v,Nissan Qashqai,0,engine_ignition,2020
economy,petrol,2.72,2014,68182,s11758995J,Kia Rio X-line,0,another_bug,2017
standart,petrol,5.4,2013,38404,D-1742188V,Kia Sportage,0,break_bug,2017
standart,petrol,4.1,2014,68459,q15163647k,Kia Sportage,0,gear_stick,2019
economy,petrol,1.82,2017,129279,m13716525T,VW Tiguan,0,break_bug,2022
economy,petrol,5.12,2011,4603,m-1582917S,Kia Rio,0,electro_bug,2020
standart,petrol,3.74,2015,83184,I22962781q,Renault Sandero,1,engine_overheat,2018
economy,petrol,4.72,2013,38491,u15259964F,VW Polo,0,engine_check,2021
standart,petrol,3.9,2015,94402,M-1332669r,Renault Sandero,0,break_bug,2017
economy,petrol,5.56,2013,38762,F-2033009p,Smart ForTwo,0,wheel_shake,2016
economy,petrol,5.58,2013,48904,i-2002618e,Skoda Rapid,0,gear_stick,2020
economy,petrol,4.04,2012,23841,w15256527O,Hyundai Solaris,0,engine_overheat,2018
economy,petrol,4.02,2012,22415,v-2214221g,Kia Rio X-line,0,engine_check,2019
business,petrol,2.84,2014,59272,S13436513x,Mercedes-Benz E200,0,gear_stick,2018
premium,electro,4.92,2015,89947,u-8176531i,Tesla Model 3,0,engine_fuel,2021
